source_file,week_index,metric,value
POV-Weekly-Metrics-2025-11-30.pdf,6,expanded_turn_time,32.1
POV-Weekly-Metrics-2025-11-30.pdf,7,expanded_turn_time,33.5
POV-Weekly-Metrics-2025-11-30.pdf,0,single_move_turn_time,25.9
POV-Weekly-Metrics-2025-11-30.pdf,1,single_move_turn_time,25.8
POV-Weekly-Metrics-2025-11-30.pdf,2,single_move_turn_time,29.1
POV-Weekly-Metrics-2025-11-30.pdf,3,single_move_turn_time,28.2
POV-Weekly-Metrics-2025-11-30.pdf,4,single_move_turn_time,27.1
POV-Weekly-Metrics-2025-11-30.pdf,5,single_move_turn_time,29.7
POV-Weekly-Metrics-2025-11-30.pdf,6,single_move_turn_time,26.1
POV-Weekly-Metrics-2025-11-30.pdf,7,single_move_turn_time,28.0
POV-Weekly-Metrics-2025-11-30.pdf,0,dual_move_turn_time,37.6
POV-Weekly-Metrics-2025-11-30.pdf,1,dual_move_turn_time,36.5
POV-Weekly-Metrics-2025-11-30.pdf,2,dual_move_turn_time,39.1
POV-Weekly-Metrics-2025-11-30.pdf,3,dual_move_turn_time,41.3
POV-Weekly-Metrics-2025-11-30.pdf,4,dual_move_turn_time,38.0
POV-Weekly-Metrics-2025-11-30.pdf,5,dual_move_turn_time,42.6
POV-Weekly-Metrics-2025-11-30.pdf,6,dual_move_turn_time,39.4
POV-Weekly-Metrics-2025-11-30.pdf,7,dual_move_turn_time,40.2
